Node index;Type mission;Code type mission;Mission;Code mission;Programme;Code programme;Action;Code action;Sous-action;Code sous-action
75;Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;;;;;
76;Budget général;1;Défense;DA;Équipement des forces;146;;;;;
77;Budget général;1;Défense;DA;Préparation et emploi des forces;178;;;;;
78;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;;;;;
79;Budget général;1;Économie;DB;Développement des entreprises et du tourisme;134;;;;;
80;Budget général;1;Économie;DB;Statistiques et études économiques;220;;;;;
81;Budget général;1;Économie;DB;Stratégie économique et fiscale;305;;;;;
82;Budget général;1;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;;;;;
83;Budget général;1;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;;;;;
84;Budget général;1;Direction de l'action du Gouvernement;DC;Moyens mutualisés des administrations déconcentrées;333;;;;;
85;Budget général;1;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;;;;;
86;Budget général;1;Engagements financiers de l'État;EB;Charge de la dette et trésorerie de l'État (crédits évaluatifs);117;;;;;
87;Budget général;1;Engagements financiers de l'État;EB;Épargne;145;;;;;
88;Budget général;1;Engagements financiers de l'État;EB;Majoration de rentes;168;;;;;
89;Budget général;1;Engagements financiers de l'État;EB;Dotation en capital du Mécanisme européen de stabilité;336;;;;;
90;Budget général;1;Engagements financiers de l'État;EB;Augmentation de capital de la Banque européenne d'investissement;338;;;;;
91;Budget général;1;Enseignement scolaire;EC;Enseignement privé du premier et du second degrés;139;;;;;
92;Budget général;1;Enseignement scolaire;EC;Enseignement scolaire public du premier degré;140;;;;;
93;Budget général;1;Enseignement scolaire;EC;Enseignement scolaire public du second degré;141;;;;;
94;Budget général;1;Enseignement scolaire;EC;Enseignement technique agricole;143;;;;;
95;Budget général;1;Enseignement scolaire;EC;Soutien de la politique de l'éducation nationale;214;;;;;
96;Budget général;1;Enseignement scolaire;EC;Vie de l'élève;230;;;;;
97;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Fonction publique;148;;;;;
98;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Gestion fiscale et financière de l'État et du secteur public local;156;;;;;
99;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Conduite et pilotage des politiques économique et financière;218;;;;;
100;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Stratégie des finances publiques et modernisation de l'État;221;;;;;
101;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Facilitation et sécurisation des échanges;302;;;;;
102;Budget général;1;Gestion des finances publiques et des ressources humaines;GA;Entretien des bâtiments de l'État;309;;;;;
103;Budget général;1;Immigration, asile et intégration;IA;Intégration et accès à la nationalité française;104;;;;;
104;Budget général;1;Immigration, asile et intégration;IA;Immigration et asile;303;;;;;
105;Budget général;1;Justice;JA;Accès au droit et à la justice;101;;;;;
106;Budget général;1;Justice;JA;Administration pénitentiaire;107;;;;;
107;Budget général;1;Justice;JA;Justice judiciaire;166;;;;;
108;Budget général;1;Justice;JA;Protection judiciaire de la jeunesse;182;;;;;
109;Budget général;1;Justice;JA;Conduite et pilotage de la politique de la justice;310;;;;;
110;Budget général;1;Justice;JA;Conseil supérieur de la magistrature;335;;;;;
111;Budget général;1;Médias, livre et industries culturelles;MA;Action audiovisuelle extérieure;115;;;;;
112;Budget général;1;Médias, livre et industries culturelles;MA;Presse;180;;;;;
113;Budget général;1;Médias, livre et industries culturelles;MA;Contribution à l'audiovisuel et à la diversité radiophonique;313;;;;;
114;Budget général;1;Médias, livre et industries culturelles;MA;Livre et industries culturelles;334;;;;;
115;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;158;;;;;
116;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Liens entre la Nation et son armée;167;;;;;
117;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;;;;;
118;Budget général;1;Outre-mer;OA;Conditions de vie outre-mer;123;;;;;
119;Budget général;1;Outre-mer;OA;Emploi outre-mer;138;;;;;
120;Budget général;1;Politique des territoires;PA;Impulsion et coordination de la politique d'aménagement du territoire;112;;;;;
121;Budget général;1;Politique des territoires;PA;Interventions territoriales de l'État;162;;;;;
122;Budget général;1;Pouvoirs publics;PB;Présidence de la République;501;;;;;
123;Budget général;1;Pouvoirs publics;PB;Assemblée nationale;511;;;;;
124;Budget général;1;Pouvoirs publics;PB;Sénat;521;;;;;
125;Budget général;1;Pouvoirs publics;PB;Conseil constitutionnel;531;;;;;
126;Budget général;1;Pouvoirs publics;PB;Haute Cour;532;;;;;
127;Budget général;1;Pouvoirs publics;PB;Cour de justice de la République;533;;;;;
128;Budget général;1;Pouvoirs publics;PB;La chaîne parlementaire;541;;;;;
129;Budget général;1;Pouvoirs publics;PB;Indemnités des représentants français au Parlement européen;542;;;;;
130;Budget général;1;Provisions;PC;Provision relative aux rémunérations publiques;551;;;;;
131;Budget général;1;Provisions;PC;Dépenses accidentelles et imprévisibles;552;;;;;
132;Budget général;1;Recherche et enseignement supérieur;RA;Enseignement supérieur et recherche agricoles;142;;;;;
133;Budget général;1;Recherche et enseignement supérieur;RA;Formations supérieures et recherche universitaire;150;;;;;
134;Budget général;1;Recherche et enseignement supérieur;RA;Recherches scientifiques et technologiques pluridisciplinaires;172;;;;;
135;Budget général;1;Recherche et enseignement supérieur;RA;Recherche culturelle et culture scientifique;186;;;;;
136;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans le domaine de la gestion des milieux et des ressources;187;;;;;
137;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l’énergie, du développement et de l'aménagement durables;190;;;;;
138;Budget général;1;Recherche et enseignement supérieur;RA;Recherche duale (civile et militaire);191;;;;;
139;Budget général;1;Recherche et enseignement supérieur;RA;Recherche et enseignement supérieur en matière économique et industrielle;192;;;;;
140;Budget général;1;Recherche et enseignement supérieur;RA;Recherche spatiale;193;;;;;
141;Budget général;1;Recherche et enseignement supérieur;RA;Vie étudiante;231;;;;;
142;Budget général;1;Régimes sociaux et de retraite;RB;Régimes de retraite des mines, de la SEITA et divers;195;;;;;
143;Budget général;1;Régimes sociaux et de retraite;RB;Régimes de retraite et de sécurité sociale des marins;197;;;;;
144;Budget général;1;Régimes sociaux et de retraite;RB;Régimes sociaux et de retraite des transports terrestres;198;;;;;
145;Budget général;1;Relations avec les collectivités territoriales;RC;Concours financiers aux communes et groupements de communes;119;;;;;
146;Budget général;1;Relations avec les collectivités territoriales;RC;Concours financiers aux départements;120;;;;;
147;Budget général;1;Relations avec les collectivités territoriales;RC;Concours financiers aux régions;121;;;;;
148;Budget général;1;Relations avec les collectivités territoriales;RC;Concours spécifiques et administration;122;;;;;
149;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;;;;;
150;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);201;;;;;
151;Budget général;1;Santé;SA;Protection maladie;183;;;;;
152;Budget général;1;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;;;;;
153;Budget général;1;Sécurité;SB;Gendarmerie nationale;152;;;;;
154;Budget général;1;Sécurité;SB;Police nationale;176;;;;;
155;Budget général;1;Sécurité;SB;Sécurité et éducation routières;207;;;;;
156;Budget général;1;Sécurité civile;SC;Coordination des moyens de secours;128;;;;;
157;Budget général;1;Sécurité civile;SC;Intervention des services opérationnels;161;;;;;
158;Budget général;1;Solidarité, insertion et égalité des chances;SE;Actions en faveur des familles vulnérables;106;;;;;
159;Budget général;1;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;;;;;
160;Budget général;1;Solidarité, insertion et égalité des chances;SE;Égalité entre les femmes et les hommes;137;;;;;
161;Budget général;1;Solidarité, insertion et égalité des chances;SE;Handicap et dépendance;157;;;;;
162;Budget général;1;Solidarité, insertion et égalité des chances;SE;Lutte contre la pauvreté : revenu de solidarité active et expérimentations sociales;304;;;;;
163;Budget général;1;Sport, jeunesse et vie associative;SF;Jeunesse et vie associative;163;;;;;
164;Budget général;1;Sport, jeunesse et vie associative;SF;Sport;219;;;;;
165;Budget général;1;Écologie, développement et aménagement durables;TA;Paysages, eau et biodiversité;113;;;;;
166;Budget général;1;Écologie, développement et aménagement durables;TA;Information géographique et cartographique;159;;;;;
167;Budget général;1;Écologie, développement et aménagement durables;TA;Météorologie;170;;;;;
168;Budget général;1;Écologie, développement et aménagement durables;TA;Énergie, climat et après-mines;174;;;;;
169;Budget général;1;Écologie, développement et aménagement durables;TA;Prévention des risques;181;;;;;
170;Budget général;1;Écologie, développement et aménagement durables;TA;Infrastructures et services de transports;203;;;;;
171;Budget général;1;Écologie, développement et aménagement durables;TA;Sécurité et affaires maritimes, pêche et aquaculture;205;;;;;
172;Budget général;1;Écologie, développement et aménagement durables;TA;Conduite et pilotage des politiques de l'écologie, de l'énergie, du développement durable et de la mer;217;;;;;
173;Budget général;1;Travail et emploi;TB;Accès et retour à l'emploi;102;;;;;
174;Budget général;1;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;;;;;
175;Budget général;1;Travail et emploi;TB;Amélioration de la qualité de l'emploi et des relations du travail;111;;;;;
176;Budget général;1;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;;;;;
177;Budget général;1;Égalité des territoires, logement et ville;VA;Aide à l'accès au logement;109;;;;;
178;Budget général;1;Égalité des territoires, logement et ville;VA;Urbanisme, territoires et amélioration de l'habitat;135;;;;;
179;Budget général;1;Égalité des territoires, logement et ville;VA;Politique de la ville;147;;;;;
180;Budget général;1;Égalité des territoires, logement et ville;VA;Prévention de l'exclusion et insertion des personnes vulnérables;177;;;;;
181;Budget général;1;Égalité des territoires, logement et ville;VA;Conduite et pilotage des politiques de l’égalité des territoires, du logement et de la ville;337;;;;;
182;Budgets annexes;2;Contrôle et exploitation aériens;XC;Navigation aérienne;612;;;;;
183;Budgets annexes;2;Contrôle et exploitation aériens;XC;Soutien aux prestations de l'aviation civile;613;;;;;
184;Budgets annexes;2;Contrôle et exploitation aériens;XC;Transports aériens, surveillance et certification;614;;;;;
185;Budgets annexes;2;Publications officielles et information administrative;XJ;Édition et diffusion;623;;;;;
186;Budgets annexes;2;Publications officielles et information administrative;XJ;Pilotage et activités de développement des publications;624;;;;;
187;Comptes d'affectation spéciale;3;Gestion du patrimoine immobilier de l'État;YB;Contribution au désendettement de l'État;721;;;;;
188;Comptes d'affectation spéciale;3;Gestion du patrimoine immobilier de l'État;YB;Contribution aux dépenses immobilières;723;;;;;
189;Comptes d'affectation spéciale;3;Participations financières de l'État;YC;Opérations en capital intéressant les participations financières de l'État;731;;;;;
190;Comptes d'affectation spéciale;3;Participations financières de l'État;YC;Désendettement de l'État et d'établissements publics de l'État;732;;;;;
191;Comptes d'affectation spéciale;3;Pensions;YD;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;741;;;;;
192;Comptes d'affectation spéciale;3;Pensions;YD;Ouvriers des établissements industriels de l'État;742;;;;;
193;Comptes d'affectation spéciale;3;Pensions;YD;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;743;;;;;
194;Comptes d'affectation spéciale;3;Contrôle de la circulation et du stationnement routiers;YE;Radars;751;;;;;
195;Comptes d'affectation spéciale;3;Contrôle de la circulation et du stationnement routiers;YE;Fichier national du permis de conduire;752;;;;;
196;Comptes d'affectation spéciale;3;Contrôle de la circulation et du stationnement routiers;YE;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;753;;;;;
197;Comptes d'affectation spéciale;3;Contrôle de la circulation et du stationnement routiers;YE;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;754;;;;;
198;Comptes d'affectation spéciale;3;Contrôle de la circulation et du stationnement routiers;YE;Désendettement de l'État;755;;;;;
199;Comptes d'affectation spéciale;3;Développement agricole et rural;YF;Développement et transfert en agriculture;775;;;;;
200;Comptes d'affectation spéciale;3;Développement agricole et rural;YF;Recherche appliquée et innovation en agriculture;776;;;;;
201;Comptes d'affectation spéciale;3;Gestion et valorisation des ressources tirées de l’utilisation du spectre hertzien, des systèmes et des infrastructures de télécommunications de l’État;YG;Désendettement de l'État;761;;;;;
202;Comptes d'affectation spéciale;3;Gestion et valorisation des ressources tirées de l’utilisation du spectre hertzien, des systèmes et des infrastructures de télécommunications de l’État;YG;Optimisation de l'usage du spectre hertzien et interception et traitement des émissions électromagnétiques (ministère de la défense);762;;;;;
203;Comptes d'affectation spéciale;3;Gestion et valorisation des ressources tirées de l’utilisation du spectre hertzien, des systèmes et des infrastructures de télécommunications de l’État;YG;Optimisation de l'usage du spectre hertzien et des infrastructures du réseau physique de télécommunications du ministère de l'intérieur;763;;;;;
204;Comptes d'affectation spéciale;3;Services nationaux de transport conventionnés de voyageurs;YI;Exploitation des services nationaux de transport conventionnés;785;;;;;
205;Comptes d'affectation spéciale;3;Services nationaux de transport conventionnés de voyageurs;YI;Matériel roulant des services nationaux de transport conventionnés;786;;;;;
206;Comptes d'affectation spéciale;3;Financement national du développement et de la modernisation de l'apprentissage;YJ;Péréquation entre régions et compensation au titre du transfert du versement de l'indemnité compensatrice forfaitaire;787;;;;;
207;Comptes d'affectation spéciale;3;Financement national du développement et de la modernisation de l'apprentissage;YJ;Contractualisation pour le développement et la modernisation de l’apprentissage;788;;;;;
208;Comptes d'affectation spéciale;3;Financement national du développement et de la modernisation de l'apprentissage;YJ;Incitations financières en direction des entreprises respectant les quotas en alternance;789;;;;;
209;Comptes d'affectation spéciale;3;Financement des aides aux collectivités pour l'électrification rurale;YK;Électrification rurale;793;;;;;
210;Comptes d'affectation spéciale;3;Financement des aides aux collectivités pour l'électrification rurale;YK;Opérations de maîtrise de la demande d’électricité, de production d’électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d’utilité publique et intempéries;794;;;;;
211;Comptes d'affectation spéciale;3;Aides à l'acquisition de véhicules propres;YL;Contribution au financement de l'attribution d'aides à l'acquisition de véhicules propres;791;;;;;
212;Comptes d'affectation spéciale;3;Aides à l'acquisition de véhicules propres;YL;Contribution au financement de l'attribution d'aides au retrait de véhicules polluants;792;;;;;
213;Comptes d'affectation spéciale;3;Participation de la France au désendettement de la Grèce;YM;Versement de la France à la Grèce au titre de la restitution à cet État des revenus perçus par la Banque de France sur les titres grecs;795;;;;;
214;Comptes d'affectation spéciale;3;Participation de la France au désendettement de la Grèce;YM;Rétrocessions de trop-perçus à la Banque de France;796;;;;;
215;Comptes de concours financiers;4;Accords monétaires internationaux;ZA;Relations avec l'Union monétaire ouest-africaine;811;;;;;
216;Comptes de concours financiers;4;Accords monétaires internationaux;ZA;Relations avec l'Union monétaire d'Afrique centrale;812;;;;;
217;Comptes de concours financiers;4;Accords monétaires internationaux;ZA;Relations avec l'Union des Comores;813;;;;;
218;Comptes de concours financiers;4;Avances à divers services de l'État ou organismes gérant des services publics;ZB;Avances à l'Agence de services et de paiement, au titre du préfinancement des aides communautaires de la politique agricole commune;821;;;;;
219;Comptes de concours financiers;4;Avances à divers services de l'État ou organismes gérant des services publics;ZB;Avances à des organismes distincts de l'État et gérant des services publics;823;;;;;
220;Comptes de concours financiers;4;Avances à divers services de l'État ou organismes gérant des services publics;ZB;Avances à des services de l'État;824;;;;;
221;Comptes de concours financiers;4;Avances à divers services de l'État ou organismes gérant des services publics;ZB;Avances à l'Office national d'indemnisation des accidents médicaux, des affections iatrogènes et des infections nosocomiales (ONIAM) au titre de l'indemnisation des victimes du Benfluorex;825;;;;;
222;Comptes de concours financiers;4;Avances aux collectivités territoriales;ZC;Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;832;;;;;
223;Comptes de concours financiers;4;Avances aux collectivités territoriales;ZC;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;833;;;;;
224;Comptes de concours financiers;4;Avances à l'audiovisuel public;ZD;France Télévisions;841;;;;;
225;Comptes de concours financiers;4;Avances à l'audiovisuel public;ZD;ARTE France;842;;;;;
226;Comptes de concours financiers;4;Avances à l'audiovisuel public;ZD;Radio France;843;;;;;
227;Comptes de concours financiers;4;Avances à l'audiovisuel public;ZD;Contribution au financement de l'action audiovisuelle extérieure;844;;;;;
228;Comptes de concours financiers;4;Avances à l'audiovisuel public;ZD;Institut national de l'audiovisuel;845;;;;;
229;Comptes de concours financiers;4;Prêts à des États étrangers;ZE;Prêts à des États étrangers, de la Réserve pays émergents, en vue de faciliter la réalisation de projets d'infrastructure;851;;;;;
230;Comptes de concours financiers;4;Prêts à des États étrangers;ZE;Prêts à des États étrangers pour consolidation de dettes envers la France;852;;;;;
231;Comptes de concours financiers;4;Prêts à des États étrangers;ZE;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;853;;;;;
232;Comptes de concours financiers;4;Prêts à des États étrangers;ZE;Prêts aux États membres de l'Union européenne dont la monnaie est l'euro;854;;;;;
233;Comptes de concours financiers;4;Prêts et avances à des particuliers ou à des organismes privés;ZF;Prêts et avances pour le logement des agents de l'État;861;;;;;
234;Comptes de concours financiers;4;Prêts et avances à des particuliers ou à des organismes privés;ZF;Prêts pour le développement économique et social;862;;;;;
235;Comptes de concours financiers;4;Prêts et avances à des particuliers ou à des organismes privés;ZF;Prêts à la filière automobile;863;;;;;
236;Comptes de concours financiers;4;Avances aux organismes de sécurité sociale;ZH;Avance à l'Agence centrale des organismes de sécurité sociale (ACOSS) de la fraction de TVA prévue au 3° de l'article L. 241-2 du code de la sécurité sociale;837;;;;;
237;Comptes de concours financiers;4;Avances aux organismes de sécurité sociale;ZH;Avance à l’Agence centrale des organismes de sécurité sociale (ACOSS) de la fraction de TVA affectée aux organismes de sécurité sociale en compensation des exonérations de cotisations sur les heures supplémentaires;840;;;;;
238;Comptes de concours financiers;4;Avances aux organismes de sécurité sociale;ZH;Avance à l’Agence centrale des organismes de sécurité sociale (ACOSS) de la fraction de TVA affectée aux organismes de sécurité sociale en compensation de l’exonération de cotisations sociales sur les services à la personne;849;;;;;
239;Budget général;1;Action extérieure de l'État;AA;Action de la France en Europe et dans le monde;105;Coordination de l'action diplomatique;01;;;
240;Budget général;1;Action extérieure de l'État;AA;Action de la France en Europe et dans le monde;105;Action européenne;02;;;
241;Budget général;1;Action extérieure de l'État;AA;Action de la France en Europe et dans le monde;105;Contributions internationales;04;;;
242;Budget général;1;Action extérieure de l'État;AA;Action de la France en Europe et dans le monde;105;Coopération de sécurité et de défense;05;;;
243;Budget général;1;Action extérieure de l'État;AA;Action de la France en Europe et dans le monde;105;Soutien;06;;;
244;Budget général;1;Action extérieure de l'État;AA;Action de la France en Europe et dans le monde;105;Réseau diplomatique;07;;;
245;Budget général;1;Action extérieure de l'État;AA;Action de la France en Europe et dans le monde;105;Dépenses de personnel à reventiler entre les actions du programme;99;;;
246;Budget général;1;Action extérieure de l'État;AA;Français à l'étranger et affaires consulaires;151;Offre d'un service public de qualité aux Français à l'étranger;01;;;
247;Budget général;1;Action extérieure de l'État;AA;Français à l'étranger et affaires consulaires;151;Accès des élèves français au réseau AEFE;02;;;
248;Budget général;1;Action extérieure de l'État;AA;Français à l'étranger et affaires consulaires;151;Instruction des demandes de visa;03;;;
249;Budget général;1;Action extérieure de l'État;AA;Français à l'étranger et affaires consulaires;151;Dépenses de personnel à reventiler entre les actions du programme;99;;;
250;Budget général;1;Action extérieure de l'État;AA;Diplomatie culturelle et d'influence;185;Animation du réseau;01;;;
251;Budget général;1;Action extérieure de l'État;AA;Diplomatie culturelle et d'influence;185;Coopération culturelle et promotion du français;02;;;
252;Budget général;1;Action extérieure de l'État;AA;Diplomatie culturelle et d'influence;185;Enjeux globaux;03;;;
253;Budget général;1;Action extérieure de l'État;AA;Diplomatie culturelle et d'influence;185;Attractivité et recherche;04;;;
254;Budget général;1;Action extérieure de l'État;AA;Diplomatie culturelle et d'influence;185;Agence pour l'enseignement français à l'étranger;05;;;
255;Budget général;1;Action extérieure de l'État;AA;Diplomatie culturelle et d'influence;185;Dépenses de personnel concourant au programme "Diplomatie culturelle et d'influence";06;;;
256;Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;État-major et services centraux;01;;;
257;Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Système d'information et de communication;03;;;
258;Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Action sociale et formation;04;;;
259;Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Affaires immobilières;05;;;
260;Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Affaires juridiques et contentieuses;06;;;
261;Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Immigration, asile et intégration;08;;;
262;Budget général;1;Administration générale et territoriale de l'État;AB;Conduite et pilotage des politiques de l'intérieur;216;Dépenses de personnel du programme à reventiler;99;;;
263;Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Financement des partis;01;;;
264;Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Organisation des élections;02;;;
265;Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Commission nationale des comptes de campagne et des financements politiques;03;;;
266;Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Cultes;04;;;
267;Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Vie associative;05;;;
268;Budget général;1;Administration générale et territoriale de l'État;AB;Vie politique, cultuelle et associative;232;Dépenses de personnel du programme à reventiler;99;;;
